"kldb_tool_mit_anfniveau","isco_tool_mit_anfniveau","kldb_tool_vorlaufig","isco_tool_vorlaufig","kldb_infas_num","isco_infas_num","kldb_infas_str","isco_infas_str","res1_kldb","res2_kldb","res3_kldb","res1_isco","res2_isco","res3_isco","kldb_tool_1st","res1_kldb_1st","res2_kldb_1st","isco_tool_1st","res1_isco_1st","res2_isco_1st","item_id"
"NA","NA","NA","NA",71524,2423,"[71524] Personaldienstleistung - Experte","[2423] Berufsberater und -analytiker und akademische und vergleichbare Personalfachleute","71524","71524",NA,"2423","2423",NA,NA,7,7,NA,2,2,128
"84124","2330","84124","2330",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124","84124",NA,"2330","2330",NA,8,8,8,2,2,2,129
"71412","4419","71412","4419",-5,4,"[-5] Nicht codierbar","[4] nicht codierbar","62102, 71302","71302",62103,"3300","4110",4110,7,6,7,4,3,4,130
"83111","5311","83111","5311",29302,5120,"[29302] Koeche/Koechinnen (o.S.) - Fachkraft","[5120] Köche","29302","29302",NA,"5120","5120",NA,8,2,2,5,5,5,131
"84134","2352","84134","2352",84134,2352,"[84134] Lehrkraefte an Sonderschulen - Experte","[2352] Lehrkräfte im Bereich Sonderpädagogik","84134","84134",NA,"2352","2352",NA,8,8,8,2,2,2,132
"84214","2320","84214","2320",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124, 84214","84124, 84214",NA,"2300, 2330","2330",2330,8,8,8,2,2,2,133
"84124","2330","84124","2330",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124","84124",NA,"2300, 2330","2330",2330,8,8,8,2,2,2,134
"NA","NA","NA","NA",43223,3512,"[43223] IT-Anwendungsberatung - Spezialist","[3512] Techniker für die Anwenderbetreuung in der Informations- und Kommunikationstechnologie","26312","26312",NA,"3512","3512",NA,NA,2,2,NA,3,3,135
"83193","1341","83193","1341",83194,1341,"[83194] Fuehrung-Erziehung,Sozialarbeit,Heilerz.","[1341] Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung","83193","83194",83194,"1344, 1341","1349",1342,8,8,8,1,1,1,136
"73194","2619","73194","2619",73104,2619,"[73104] Rechtsberatung,-sprechung (oS) - Experte","[2619] Juristen, anderweitig nicht genannt","73104","73104",NA,"2619","2619",NA,7,7,7,2,2,2,137
"84214","2320","84214","2320",84214,2320,"[84214] Lehrkraefte berufsbildende Faecher-Experte","[2320] Lehrkräfte im Bereich Berufsbildung","84214","84214",NA,"2320","2320",NA,8,8,8,2,2,2,138
"71303","4322","71302","4322",71403,3343,"[71403] Buero-,Sekretariatskraefte(oS) -Spezialist","[3343] Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung","71304","71403",71403,"3343","3343",NA,7,7,7,4,3,3,139
"32104","2142","32104","2142",31104,2142,"[31104] Bauplanung, -ueberwachung (oS) - Experte","[2142] Bauingenieure","31104","31104",NA,"2142","2142",NA,3,3,3,2,2,2,140
"52122","8332","52122","8332",52122,8332,"[52122] Berufskraftfahrer(Gueterv./LKW)-Fachkraft","[8332] Fahrer schwerer Lastkraftwagen","52122","52122",NA,"8332","8332",NA,5,5,5,8,8,8,141
"NA","NA","NA","NA",43343,2522,"[43343] IT-Systemadministation - Spezialist","[2522] Systemadministratoren","43343","43343",NA,"2522, 3513","2522",2522,NA,4,4,NA,2,2,142
"73134","2611","73134","2611",73134,2611,"[73134] Rechtsanwaelte/-anwaeltinnen - Experte","[2611] Anwälte","73134","73134",NA,"2611","2611",NA,7,7,7,2,2,2,143
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",71524,2423,"[71524] Personaldienstleistung - Experte","[2423] Berufsberater und -analytiker und akademische und vergleichbare Personalfachleute","71524","71524",NA,"2423","2423",NA,NA,7,7,NA,2,2,144
"NA","NA","NA","NA",61212,3322,"[61212] Kaufleute Gross-, Aussenhandel - Fachkraft","[3322] Vertriebsagenten","61212","61212",NA,"3322","3322",NA,NA,6,6,NA,3,3,145
"84454","2353","84454","2353",84454,2353,"[84454] (Fremd-)Sprachenlehrer/innen - Experte","[2353] Sonstige Sprachlehrer","84454","84454",NA,"2320","2353",2353,8,8,8,2,2,2,146
"NA","NA","NA","NA",72213,3313,"[72213] Buchhaltung - Spezialist","[3313] Nicht akademische Fachkräfte im Rechnungswesen","72213","72213",NA,"4311","3313",2411,NA,7,7,NA,4,3,147
"24422","7212","24422","7212",24422,7212,"[24422] Schweiss-, Verbindungstechnik - Fachkraft","[7212] Schweißer und Brennschneider","24422","24422",NA,"7212","7212",NA,2,2,2,7,7,7,148
"33301","9313","33393","3123",33301,7123,"[33301] Aus- und Trockenbau (o.S.) - Helfer","[7123] Stuckateure","33301","33301",NA,"7123","7123",NA,3,3,3,9,7,7,149
"NA","NA","NA","NA",26302,7412,"[26302] Elektrotechnik (o.S.) - Fachkraft","[7412] Elektromechaniker und verwandte Berufe","26302","26302",NA,"7412","7412",NA,NA,2,2,NA,7,7,150
"24232","7223","24232","7223",24232,7223,"[24232] Spanende Metallbearbeitung - Fachkraft","[7223] Werkzeugmaschineneinrichter und -bediener","24232","24232",NA,"7223","7223",NA,2,2,2,7,7,7,151
"52132","8331","52132","8331",52132,8331,"[52132] Bus-, Strassenbahnfahrer/innen-Fachkraft","[8331] Busfahrer und Straßenbahnführer","52132","52132",NA,"8331","8331",NA,5,5,5,8,8,8,152
"84124","2330","84124","2330",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124","84124",NA,"2330","2330",NA,8,8,8,2,2,2,153
"71324","2421","71324","2421",71324,2421,"[71324] Unternehmensberatung - Experte","[2421] Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","71324","71324",NA,"2421, 3300","2421",2421,7,7,7,2,2,2,154
"72234","2411","72234","2411",72213,3313,"[72213] Buchhaltung - Spezialist","[3313] Nicht akademische Fachkräfte im Rechnungswesen","72213","72213",NA,"3313","3313",NA,7,7,7,2,3,3,155
"NA","NA","NA","NA",63302,5131,"[63302] Gastronomieservice (o.S.) - Fachkraft","[5131] Kellner","63302","63302",NA,"5131","5131",NA,NA,6,6,NA,5,5,156
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","33302","7123",33193,3123,"[33193] Aufsicht - Bodenverlegung","[3123] Bauleiter","33193","33193",NA,"7122","7122",NA,NA,3,3,NA,7,7,157
"NA","NA","NA","NA",-5,4,"[-5] Nicht codierbar","[4] nicht codierbar","73202","-5",-5,"4","4",NA,NA,7,NA,NA,4,4,158
"NA","NA","NA","NA",26212,7411,"[26212] Bauelektrik - Fachkraft","[7411] Bauelektriker und verwandte Berufe","26212","26212",NA,"7411","7411",NA,NA,2,2,NA,7,7,159
"NA","NA","NA","NA",26301,8212,"[26301] Elektrotechnik (o.S.) - Helfer","[8212] Berufe der Montage von elektrischen und elektronischen Geräten","26212","26301",26301,"8212, 9329","8212",7543,NA,2,2,NA,8,8,160
"NA","NA","NA","NA",71104,1120,"[71104] Geschaeftsfuehrer und Vorstaende - Experte","[1120] Geschäftsführer und Vorstände","71394","71394",NA,"1120","1120",NA,NA,7,7,NA,1,1,161
"73252","3342","73252","3342",71402,3343,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[3343] Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung","71402","71402",NA,"4110","3343",3343,7,7,7,3,4,3,162
"92133","2431","92133","2431",92133,2430,"[92133] Kundenmanagement - Spezialist","[2430] Akademische und vergleichbare Fachkräfte in Vertrieb, Marketing und Öffentlichkeitsarbeit","92133","92133",NA,"2433, 3322","2433",2430,9,9,9,2,2,2,163
"81434","2212","81434","2212",81494,2212,"[81494] Fuehrung - Human- und Zahnmedizin","[2212] Fachärzte","81494","81494",NA,"2212","2212",NA,8,8,8,2,2,2,164
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,165
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,166
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,167
"NA","NA","NA","NA",61194,1221,"[61194] Fuehrung - Einkauf  und Vertrieb","[1221] Führungskräfte in Vertrieb und Marketing","62194","62194",NA,"1420","5222",1221,NA,6,6,NA,1,5,168
"52122","8332","52122","8332",52122,8332,"[52122] Berufskraftfahrer(Gueterv./LKW)-Fachkraft","[8332] Fahrer schwerer Lastkraftwagen","52122","52122",NA,"8300, 8332","8332",8332,5,5,5,8,8,8,169
"71224","1114","71224","1114",83194,1344,"[83194] Fuehrung-Erziehung,Sozialarbeit,Heilerz.","[1344] Führungskräfte in der Erbringung von Dienstleistungen der Sozialfürsorge","83194","83194",NA,"1344, 1341","1344",1344,7,8,8,1,1,1,170
"NA","NA","NA","NA",32193,3123,"[32193] Aufsicht - Hochbau","[3123] Bauleiter","32112","32112",NA,"7114","7131",3123,NA,3,3,NA,7,7,171
"72304","2411","72302","4311",72304,2411,"[72304] Steuerberatung - Experte","[2411] Wirtschaftsprüfer, Steuerberater und verwandte Berufe","72304","72304",NA,"2411","2411",NA,7,7,7,2,2,2,172
"25104","2144","25104","2144",26244,2151,"[26244] Regenerative Energietechnik - Experte","[2151] Ingenieure im Bereich Elektrotechnik","26234","26244",26244,"2151","2151",NA,2,2,2,2,2,2,173
"NA","NA","NA","NA",63403,3332,"[63403] Veranstaltungsservice,-manag.-Spezialist","[3332] Konferenz- und Veranstaltungsplaner","63403","63403",NA,"3332","3000",3332,NA,6,6,NA,3,3,174
"82322","5142","82322","5142",82322,5142,"[82322] Kosmetik - Fachkraft","[5142] Kosmetiker und verwandte Berufe","82322","82322",NA,"5142","5142",NA,8,8,8,5,5,5,175
"92414","2642","92413","2642",92413,2642,"[92413] Redakteure, Journalisten - Spezialist","[2642] Journalisten","92413","92413",NA,"2642","2642",NA,9,9,9,2,2,2,176
"84194","1345","84194","1345",84194,1345,"[84194] Fuehrung - Allgemeinbildende Schulen","[1345] Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens","84124, 84194","84194",84194,"1345","1345",NA,8,8,8,1,1,1,177
"81323","3221","81323","3221",81302,3221,"[81302] Gesundheits-,Krankenpflege(oS)-Fachkraft","[3221] Nicht akademische Krankenpflegefachkräfte","81302","81302",NA,"3221","3221",NA,8,8,8,3,3,3,178
"NA","NA","NA","NA",71524,1349,"[71524] Personaldienstleistung - Experte","[1349] Führungskräfte in der Erbringung von speziellen Dienstleistungen, anderweitig nicht genannt","84494","84494",NA,"2423","2423",NA,NA,8,8,NA,2,2,179
"71512","4416","71512","4416",73212,3353,"[73212] Sozialverwaltung,-versicherung-Fachkraft","[3353] Fachkräfte in Sozialverwaltung und -versicherung","73212","73212",NA,"3354","3353",3353,7,7,7,4,3,3,180
"63393","1412","63393","1412",63394,1412,"[63394] Fuehrung - Gastronomie","[1412] Führungskräfte in Restaurants","63394","63394",NA,"1412","1412",NA,6,6,6,1,1,1,181
"53123","3257","53123","3257",53193,1349,"[53193] Aufsicht-Objekt,Brandschutz,Arbeitssich.","[1349] Führungskräfte in der Erbringung von speziellen Dienstleistungen, anderweitig nicht genannt","53193","53193",NA,"5419","2263",2263,5,5,5,3,5,2,182
"83132","3412","83131","5321",83132,3412,"[83132] Heilerziehungspflege,Sonderpaed-Fachkraft","[3412] Nicht akademische sozialpflegerische Fachkräfte","83132","83132",NA,"3412","3412",NA,8,8,8,3,3,3,183
"73154","2612","73154","2612",73154,2612,"[73154] Richter/innen - Experte","[2612] Richter","73154","73154",NA,"2612","2612",NA,7,7,7,2,2,2,184
"83124","2635","83124","2635",83132,3412,"[83132] Heilerziehungspflege,Sonderpaed-Fachkraft","[3412] Nicht akademische sozialpflegerische Fachkräfte","83131","83132",83132,"3412","3412",NA,8,8,8,2,3,3,185
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",73212,3353,"[73212] Sozialverwaltung,-versicherung-Fachkraft","[3353] Fachkräfte in Sozialverwaltung und -versicherung","73212","73212",NA,"3353","3353",NA,NA,7,7,NA,3,3,186
"28222","7531","28222","7531",28222,7531,"[28222] Bekleidungsherstellung - Fachkraft","[7531] Herren- und Damenschneider, Kürschner und Hutmacher","28222","28222",NA,"7531","7531",NA,2,2,2,7,7,7,187
"NA","NA","NA","NA",25293,3115,"[25293] Aufsicht-FahrzeugLuftRaumf.Schiffbautech","[3115] Maschinenbautechniker","25213","25213",NA,"3115, 2144","3115",3115,NA,2,2,NA,3,3,188
"NA","NA","NA","NA",72113,3312,"[72113] Bankkaufleute - Spezialist","[3312] Kreditsachbearbeiter","72113","72112",72113,"3312, 3311","3312",3312,NA,7,7,NA,3,3,189
"53214","1349","53214","5412",53213,3355,"[53213] Polizeivollzugsdienst - Spezialist","[3355] Polizeikommissare und Kriminalbeamte","","",NA,"","",NA,5,NA,NA,1,NA,NA,190
"53112","5414","53112","5414",53112,5414,"[53112] Objekt-,Werte-, Personenschutz-Fachkraft","[5414] Sicherheitswachpersonal","53112","53112",NA,"5414","5414",NA,5,5,5,5,5,5,191
"83314","2636","83314","2636",84304,2310,"[84304] Hochschullehre und -forschung - Experte","[2310] Universitäts- und Hochschullehrer","84304","84304",NA,"2310","2310",NA,8,8,8,2,2,2,192
"NA","NA","NA","NA",32122,7112,"[32122] Maurerhandwerk - Fachkraft","[7112] Maurer und verwandte Berufe","32122","32122",NA,"7112","7112",NA,NA,3,3,NA,7,7,193
"NA","NA","NA","NA",71394,1213,"[71394] Fuehrung - Unternehmensorg., -strategie","[1213] Führungskräfte in Unternehmenspolitik und -planung","27394","25293",71394,"1213, 1219","1213",1213,NA,2,2,NA,1,1,194
"12102","6112","12102","6112",12102,6113,"[12102] Berufe im Gartenbau (o.S.) - Fachkraft","[6113] Gärtner, Saat- und Pflanzenzüchter","12102","12102",NA,"6113","6113",NA,1,1,1,6,6,6,195
"NA","NA","NA","NA",62101,5223,"[62101] Verkauf (ohne Produktspezialis.)-Helfer","[5223] Verkäufer und Verkaufshilfskräfte in Handelsgeschäften","62101","62101",NA,"5131","5223",5223,NA,6,6,NA,5,5,196
"NA","NA","NA","NA",61313,3334,"[61313] Immobilienvermarktung,verwal.-Spezialist","[3334] Immobilienmakler und -verwalter","61314","61314",NA,"3334","3334",NA,NA,6,6,NA,3,3,197
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","61123","3322",61194,1221,"[61194] Fuehrung - Einkauf  und Vertrieb","[1221] Führungskräfte in Vertrieb und Marketing","61194","61194",NA,"1221","1221",NA,NA,6,6,NA,1,1,198
"NA","NA","NA","NA",27303,3119,"[27303] Tech.Produktionspl.,steuerung-Spezialist","[3119] Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt","41313","41313",NA,"3116","3119",3119,NA,4,4,NA,3,3,199
"72234","2411","72234","2411",25194,1321,"[25194] Fuehrung - Maschinenbau-, Betriebstechnik","[1321] Führungskräfte in der Produktion bei der Herstellung von Waren","25193","71394, 25193",25194,"2421, 2149","2149",1321,7,2,7,2,2,2,200
"84414","2354","84413","2354",94114,2652,"[94114] Musiker/innen - Experte","[2652] Musiker, Sänger und Komponisten","94114","94114",NA,"2652","2652",NA,8,9,9,2,2,2,201
"62302","5223","62302","5223",62102,5223,"[62102] Verkauf (ohne Produktspezial.)-Fachkraft","[5223] Verkäufer und Verkaufshilfskräfte in Handelsgeschäften","62102","62102",NA,"5223","5223",NA,6,6,6,5,5,5,202
"34102","5153","34102","5153",34102,5153,"[34102] Gebaeudetechnik (o.S.) - Fachkraft","[5153] Hauswarte","34102","34102",NA,"5153","5153",NA,3,3,3,5,5,5,203
"71402","4110","71402","4110",71402,4110,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4110] Allgemeine Bürokräfte","71402","71402",NA,"4120","4110",4110,7,7,7,4,4,4,204
"43423","2514","43423","2514",43153,2513,"[43153] Medieninformatik - Spezialist","[2513] Web- und Multimediaentwickler","43153","43153",NA,"3514","3514",NA,4,4,4,2,3,3,205
"83213","5152","83213","5152",63382,5131,"[63382] Gastronomie (s.s.T.) - Fachkraft","[5131] Kellner","63382","63382",NA,"1412","5131",5131,8,6,6,5,1,5,206
"NA","NA","NA","NA",73284,2422,"[73284] Oeffentliche Verwaltung (ssT) - Experte","[2422] Akademische und vergleichbare Fachkräfte in der strategischen Planung in Politik und Wirtschaft","73284","73284",NA,"2422","2422",NA,NA,7,7,NA,2,2,207
"92494","1349","92494","1349",92413,2642,"[92413] Redakteure, Journalisten - Spezialist","[2642] Journalisten","92413","92413",NA,"2642","2642",NA,9,9,9,1,2,2,208
"NA","NA","NA","NA",84134,2352,"[84134] Lehrkraefte an Sonderschulen - Experte","[2352] Lehrkräfte im Bereich Sonderpädagogik","84134","84134",NA,"2352","2352",NA,NA,8,8,NA,2,2,209
"NA","NA","NA","NA",43223,2511,"[43223] IT-Anwendungsberatung - Spezialist","[2511] Systemanalytiker","43223","43223",NA,"2510","2521",2521,NA,4,4,NA,2,2,210
"NA","NA","NA","NA",11522,5164,"[11522] Haus-, Zootierpflege - Fachkraft","[5164] Tierpfleger und -betreuer","11522","11522",NA,"5164","5164",NA,NA,1,1,NA,5,5,211
"84194","1345","84194","1345",84194,1345,"[84194] Fuehrung - Allgemeinbildende Schulen","[1345] Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens","84194","84194",NA,"1345","1345",NA,8,8,8,1,1,1,212
"71402","4110","71402","4110",71402,3343,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[3343] Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung","71402","71402",NA,"3343, 4120","3343",3343,7,7,7,4,3,3,213
"NA","NA","NA","NA",84414,2354,"[84414] Musikpaedagogik - Experte","[2354] Sonstige Musiklehrer","84414","84414",NA,"2354","2354",NA,NA,8,8,NA,2,2,214
"71412","4419","71412","4419",71403,3343,"[71403] Buero-,Sekretariatskraefte(oS) -Spezialist","[3343] Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung","71403","71403",NA,"3343","3343",NA,7,7,7,4,3,3,215
"62312","5223","62312","5223",62312,5223,"[62312] Verkauf Back-,Konditoreiwaren-Fachkraft","[5223] Verkäufer und Verkaufshilfskräfte in Handelsgeschäften","62312","62312",NA,"5223","5223",NA,6,6,6,5,5,5,216
"62194","1420","62194","1420",62194,5222,"[62194] Fuehrung - Verkauf","[5222] Verkaufsaufsichtskräfte in Handelsgeschäften","62194","62194",NA,"1420","5222",5222,6,6,6,1,1,5,217
"31164","2142","31164","2142",33213,3112,"[33213] Maler-, Lackiererarbeiten - Spezialist","[3112] Bautechniker","33213","33213",NA,"3116","3112",3112,3,3,3,2,3,3,218
"52531","8344","52531","8344",51312,9333,"[51312] Lagerwirtschaft - Fachkraft","[9333] Frachtarbeiter und verwandte Berufe","51312","51312",NA,"4321","9333",9333,5,5,5,8,4,9,219
"71403","3343","71403","3343",71402,4110,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4110] Allgemeine Bürokräfte","71402","71402",NA,"4110","4110",NA,7,7,7,3,4,4,220
"NA","NA","NA","NA",34301,9611,"[34301] Ver- und Entsorgung (o.S.) - Helfer","[9611] Arbeiter in der Abfall- und Wertstoffsammlung","34301","34301",NA,"9611","9610",9611,NA,3,3,NA,9,9,221
"NA","NA","NA","NA",84503,3422,"[84503] Sportlehrer/innen (o.S.) - Spezialist","[3422] Sportlehrer, Sporttrainer und Sportfunktionäre","84503","84503",NA,"3422","3422",NA,NA,8,8,NA,3,3,222
"71403","3343","71403","3343",71403,3343,"[71403] Buero-,Sekretariatskraefte(oS) -Spezialist","[3343] Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung","71403","71403",NA,"3343","3343",NA,7,7,7,3,3,3,223
"26303","3113","26303","3113",26393,1321,"[26393] Aufsicht - Elektrotechnik","[1321] Führungskräfte in der Produktion bei der Herstellung von Waren","26393","26393",NA,"3113","3113",NA,2,2,2,3,3,3,224
"26293","3122","26293","3122",26302,7412,"[26302] Elektrotechnik (o.S.) - Fachkraft","[7412] Elektromechaniker und verwandte Berufe","26302","26302",NA,"7412","3117",7412,2,2,2,3,7,3,225
"71324","2421","71324","2421",71324,2421,"[71324] Unternehmensberatung - Experte","[2421] Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","71324","71324",NA,"2421","2421",NA,7,7,7,2,2,2,226
"NA","NA","NA","NA",71394,1213,"[71394] Fuehrung - Unternehmensorg., -strategie","[1213] Führungskräfte in Unternehmenspolitik und -planung","27394","71304",71394,"1213, 1219","2000",2000,NA,2,7,NA,1,2,227
"26304","2152","26303","3114",26314,2152,"[26314] Inform-,Telekommunikationst.-Experte","[2152] Ingenieure im Bereich Elektronik","27103","27103",NA,"3119, 2149","2152",2152,2,2,2,2,3,2,228
"71412","4419","71412","4419",61122,4311,"[61122] Vertrieb (ausser IKT) - Fachkraft","[4311] Bürokräfte im Rechnungswesen und in der Buchhaltung","62102","62102",NA,"4311, 3322","3322",4311,7,6,6,4,4,3,229
"71424","2643","71424","2643",71424,2643,"[71424] Dolmetscher, Uebersetzer - Experte","[2643] Übersetzer, Dolmetscher und andere Linguisten","71424","71424",NA,"2643","2643",NA,7,7,7,2,2,2,230
"26304","2151","26303","3113",25214,2144,"[25214] Kraftfahrzeugtechnik - Experte","[2144] Maschinenbauingenieure","25214","25214",NA,"2144","2144",NA,2,2,2,2,2,2,231
"72132","3321","72132","3321",72133,3321,"[72133] Versicherungskaufleute - Spezialist","[3321] Versicherungsvertreter","72123, 72133","72133",72133,"3321","3321",NA,7,7,7,3,3,3,232
"NA","NA","NA","NA",0,0,"[0] trifft nicht zu (arbeitslos, Wehrdienst, freiwilliges soziales Jahr ohne Tätigkeitsbeschreibung)","[0] trifft nicht zu (arbeitslos, Wehrdienst, freiwilliges soziales Jahr ohne Tätigkeitsbeschreibung)","-5","-5",NA,"0","0",NA,NA,NA,NA,NA,0,0,233
"NA","NA","NA","NA",72244,3313,"[72244] Wirtschaftspruefung - Experte","[3313] Nicht akademische Fachkräfte im Rechnungswesen","72244","72244",NA,"2411, 3313","3313",3313,NA,7,7,NA,2,3,234
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",73283,3359,"[73283] Oeffentliche Verwaltung (ssT) -Spezialist","[3359] Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt","73202","73202",NA,"3350","3359",3359,NA,7,7,NA,3,3,235
"83112","2342","83112","2342",83112,3412,"[83112] Kinderbetreuung, -erziehung - Fachkraft","[3412] Nicht akademische sozialpflegerische Fachkräfte","83112","83112",NA,"5311","2342",3412,8,8,8,2,5,2,236
